_id,rollno,schoolname,visualScore,visualTime,audioScore,audioTime,kinestheticScore,kinestheticTime,readWriteScore,readWriteTime,predictedStyle
6943975a7c599a12a237a4aa_synthetic,27,ryan international school,5,16,9,5,2,14,11,47,Read/Write
6941361d0ea401e84a5a4a37_synthetic,108,ryan international school,3,829,5,166,10,1233,8,865,Auditory
6941361c0ea401e84a5a48f8_synthetic,218,deens school,11,1223,8,90,13,1098,0,905,Auditory
6941361f0ea401e84a5a4c45_synthetic,211,st. charles high school,13,455,11,492,13,524,9,104,Read\Write
694134fd0ea401e84a5a3989_synthetic,27,nps,12,1186,9,1783,10,412,5,1165,Read\Write
694135bb0ea401e84a5a434c_synthetic,123,abc high school,12,589,9,423,11,976,15,675,Kinesthetic
694134fd0ea401e84a5a38e6_synthetic,18,miranda public school,11,1116,8,806,1,1481,12,772,Kinesthetic
694134fa0ea401e84a5a3857_synthetic,17,schs,1,66,11,314,2,413,14,575,Read/Write
694135bb0ea401e84a5a4285_synthetic,232,ryan international school,1,822,0,1412,12,985,15,36,Kinesthetic
694134f90ea401e84a5a37c0_synthetic,8,lfsh,8,914,12,960,13,68,7,820,Kinesthetic
694135f90ea401e84a5a4635_synthetic,137,abc high school,7,116,10,805,15,1228,13,1396,Auditory
694135ba0ea401e84a5a41d1_synthetic,68,dps school,0,691,8,523,4,907,7,1049,Visual
694134fd0ea401e84a5a3911_synthetic,44,nps,3,1995,13,448,2,240,0,614,Auditory
694135f90ea401e84a5a45bb_synthetic,242,abc high school,2,211,1,413,11,1452,14,1343,Kinesthetic
693d055b35fab56ec1fbf98a_synthetic,22,miranda public school,12,122,0,31,5,66,13,129,Read/Write
6941361a0ea401e84a5a47dd_synthetic,69,sea school,8,1008,0,1617,9,270,9,1042,Auditory
6941361c0ea401e84a5a4995_synthetic,185,dps school,11,967,13,659,15,1526,5,582,Auditory
694134fa0ea401e84a5a382d_synthetic,48,nps,5,1231,6,397,2,384,2,1406,Read/Write
694135bd0ea401e84a5a44d3_synthetic,235,vydehi school,4,1299,9,1644,0,1051,0,607,Visual
6941361c0ea401e84a5a48f8_synthetic,216,deens school,11,1236,8,162,13,1113,0,995,Auditory
6941361c0ea401e84a5a49c8_synthetic,66,st.vincent pallotti school,10,889,14,536,6,900,12,1365,Visual
694134f90ea401e84a5a373e_synthetic,32,schs,12,803,0,971,3,1081,11,1384,Read\Write
6941361c0ea401e84a5a49b4_synthetic,238,dps,2,653,3,1276,3,1322,9,975,Kinesthetic
6941361f0ea401e84a5a4c45_synthetic,215,st. charles high school,13,484,11,528,13,515,9,112,Read\Write
694135ba0ea401e84a5a4172_synthetic,150,schs,8,656,15,1911,5,1458,10,667,Visual
694134f90ea401e84a5a3730_synthetic,22,nps,4,1071,8,1418,2,550,15,951,Read/Write
694134fc0ea401e84a5a38b4_synthetic,45,lfsh,2,1188,3,309,9,482,6,191,Kinesthetic
694135bb0ea401e84a5a4325_synthetic,204,dpsbe,7,198,10,198,9,1102,11,1135,Kinesthetic
694135030ea401e84a5a3b03_synthetic,28,nps,10,1826,9,184,1,583,1,860,Visual
694134f90ea401e84a5a3791_synthetic,47,ryan international school,10,853,5,794,1,409,8,91,Visual
694135ba0ea401e84a5a425d_synthetic,248,st.vincent pallotti school,0,347,7,1409,13,461,1,168,Auditory
694135bd0ea401e84a5a4479_synthetic,65,st. charles high school,4,160,2,1033,11,1143,0,99,Auditory
694135ba0ea401e84a5a41d1_synthetic,68,dps school,0,689,8,521,4,944,7,995,Visual
694135000ea401e84a5a39cd_synthetic,39,lfsh,2,1186,5,1124,0,308,7,215,Read/Write
694134f90ea401e84a5a373e_synthetic,29,schs,0,989,3,1055,11,1398,12,772,Read/Write
694134f90ea401e84a5a374c_synthetic,32,st.vincent pallotti school,5,406,12,833,3,1299,9,273,Visual
694135f90ea401e84a5a45d6_synthetic,58,little flower english high school,4,28,0,953,4,470,1,1192,Read\Write
694134fd0ea401e84a5a38e6_synthetic,19,miranda public school,8,780,1,1528,12,841,11,1094,Kinesthetic
6941361c0ea401e84a5a4962_synthetic,140,dps school,15,166,9,1813,9,822,10,372,Read\Write
6941361f0ea401e84a5a4c2b_synthetic,158,XYZ School,0,512,1,405,1,1322,9,726,Kinesthetic
694135bb0ea401e84a5a42ae_synthetic,163,little flower english high school,0,682,2,1168,13,1208,9,1049,Auditory
694134f90ea401e84a5a3730_synthetic,24,nps,15,994,4,1110,8,1391,2,558,Read\Write
694134f90ea401e84a5a374c_synthetic,31,st.vincent pallotti school,5,391,12,806,3,1274,9,301,Visual
694135bb0ea401e84a5a42f7_synthetic,244,sea school,4,1039,1,532,7,1451,12,56,Kinesthetic
694134fa0ea401e84a5a3812_synthetic,14,dpsbe,0,905,7,662,3,303,4,452,Visual
694135bb0ea401e84a5a430c_synthetic,228,abc high school,0,1430,10,878,15,112,6,720,Auditory
6941361a0ea401e84a5a4748_synthetic,57,dps school,7,1369,11,374,15,200,6,1098,Auditory
694135ba0ea401e84a5a41f2_synthetic,120,nps school,13,752,9,634,9,1465,0,656,Read\Write
6941361a0ea401e84a5a477b_synthetic,122,sudana residential school,14,255,13,1554,13,1066,2,448,Read\Write
694134fd0ea401e84a5a38e6_synthetic,22,miranda public school,11,1122,8,871,1,1500,12,840,Kinesthetic
694134f90ea401e84a5a3798_synthetic,5,st.vincent pallotti school,10,1433,6,176,13,592,7,394,Kinesthetic
6941361c0ea401e84a5a496f_synthetic,230,dps school,4,989,13,1990,13,513,11,1399,Auditory
694135bd0ea401e84a5a44b8_synthetic,134,st.vincent pallotti school,10,1074,14,680,3,770,1,436,Visual
693d0ad635fab56ec1fbf996_synthetic,28,ryan international school,10,125,12,67,9,35,12,99,Kinesthetic
6940270535fab56ec1fc0362_synthetic,17,ryan international school,15,3080,7,97,15,134,13,306,Read/Write
694135bb0ea401e84a5a426b_synthetic,148,vydehi international school,13,801,7,1393,5,248,14,602,Kinesthetic
6941361c0ea401e84a5a4962_synthetic,143,dps school,15,198,9,1761,9,770,10,327,Read\Write
694134fa0ea401e84a5a37f2_synthetic,21,ryan international school,4,1206,7,1402,1,1324,6,1123,Visual
6941361c0ea401e84a5a49d6_synthetic,203,scts,10,935,9,1548,1,1315,12,1042,Read\Write
694135ba0ea401e84a5a41a0_synthetic,160,little flower english high school,1,1131,0,484,14,274,9,611,Auditory
694134fc0ea401e84a5a38bb_synthetic,23,ryan international school,9,1337,4,1615,0,660,2,165,Read\Write
694135ba0ea401e84a5a41bc_synthetic,197,ryan international school,5,86,3,1238,8,377,0,596,Auditory
6941361b0ea401e84a5a488e_synthetic,129,sudana residential school,14,1089,2,640,14,1441,9,1002,Read\Write
694134f90ea401e84a5a3775_synthetic,16,lfsh,13,183,4,875,12,513,0,849,Read\Write
6941361f0ea401e84a5a4bf8_synthetic,110,st.vincent pallotti school,4,597,7,1649,1,69,10,901,Kinesthetic
694135fa0ea401e84a5a46a9_synthetic,110,vydehi school,3,1105,1,185,13,1301,3,704,Auditory
694135bb0ea401e84a5a4285_synthetic,232,ryan international school,1,859,0,1463,12,960,15,34,Kinesthetic
694134fd0ea401e84a5a3924_synthetic,16,dpsbe,7,21,10,169,14,1001,15,295,Read/Write
694135ba0ea401e84a5a4249_synthetic,108,vydehi school,12,844,13,789,10,922,3,1335,Visual
694135fa0ea401e84a5a46b0_synthetic,215,sea school,15,409,5,35,4,1226,11,736,Read\Write
694134fa0ea401e84a5a381f_synthetic,13,nps,8,1378,4,771,9,624,5,798,Kinesthetic
6941361f0ea401e84a5a4c65_synthetic,99,vydehi international school,9,1540,11,332,6,1408,7,1371,Visual
694134f90ea401e84a5a3775_synthetic,12,lfsh,4,860,12,527,0,858,13,148,Read/Write
694134fc0ea401e84a5a38bb_synthetic,25,ryan international school,4,1608,0,612,2,209,9,1253,Read/Write
694135bb0ea401e84a5a4264_synthetic,223,cmrit,4,151,14,1389,2,650,8,494,Visual
694134f90ea401e84a5a37b2_synthetic,36,st.vincent pallotti school,5,1761,7,21,10,1538,2,334,Auditory
6941361a0ea401e84a5a47dd_synthetic,72,sea school,8,1037,0,1637,9,260,9,1046,Auditory
694135b90ea401e84a5a4143_synthetic,95,miranda public school,8,981,1,1780,15,116,4,653,Auditory
694135b90ea401e84a5a414a_synthetic,135,dpsbe,0,669,0,1474,3,1153,11,579,Kinesthetic
694134f90ea401e84a5a371b_synthetic,45,schs,7,1276,7,462,5,774,1,1103,Visual
6941361c0ea401e84a5a49d6_synthetic,197,scts,10,982,9,1539,1,1313,12,1002,Read\Write
694135bd0ea401e84a5a4444_synthetic,191,st.vincent pallotti school,1,0,5,1613,3,141,7,1218,Kinesthetic
693d055b35fab56ec1fbf98a_synthetic,20,miranda public school,12,72,0,29,5,72,13,158,Read/Write
694135ba0ea401e84a5a41ae_synthetic,140,XYZ School,12,1058,4,1831,12,840,11,497,Auditory
694135bb0ea401e84a5a42e3_synthetic,182,vydehi school,9,513,14,277,2,326,4,608,Visual
694184fdd7d68295d2ff1384_synthetic,16,st. charles high school,7,41,5,0,12,72,7,19,Kinesthetic
694135bb0ea401e84a5a4305_synthetic,179,scts,4,356,1,1417,5,331,4,559,Auditory
694134fc0ea401e84a5a388f_synthetic,47,schs,8,944,2,187,8,1060,13,465,Kinesthetic
694135ba0ea401e84a5a4199_synthetic,57,ryan international school,3,528,3,1968,6,987,10,485,Kinesthetic
6940270535fab56ec1fc0362_synthetic,16,ryan international school,15,3046,7,59,15,195,13,278,Read/Write
6941361f0ea401e84a5a4c5e_synthetic,159,scts,9,958,11,792,1,1090,14,1167,Kinesthetic
694135bb0ea401e84a5a42a1_synthetic,158,sudana residential school,13,972,9,1016,11,968,10,411,Read\Write
694135ba0ea401e84a5a4249_synthetic,107,vydehi school,12,896,13,735,10,889,3,1303,Visual
6941361b0ea401e84a5a4862_synthetic,61,st. charles high school,1,421,12,470,6,1000,6,49,Visual
693d0ad635fab56ec1fbf996_synthetic,33,ryan international school,10,38,12,11,9,76,12,64,Kinesthetic
694134f90ea401e84a5a375a_synthetic,43,ryan international school,2,1514,0,1348,3,889,7,847,Kinesthetic
6941361a0ea401e84a5a47dd_synthetic,72,sea school,8,969,0,1655,9,288,9,1097,Auditory
693d08f035fab56ec1fbf993_synthetic,16,st.vincent pallotti school,13,98,11,66,13,77,11,131,Read/Write
69413d02d7d68295d2ff121a_synthetic,25,little flower english high school,9,26,12,65,9,82,13,81,Visual
694134f90ea401e84a5a3791_synthetic,44,ryan international school,8,15,10,864,5,821,1,382,Visual
694134f90ea401e84a5a3737_synthetic,5,dpsbe,5,1034,5,255,0,1170,11,1031,Read/Write
694134f90ea401e84a5a376e_synthetic,12,dpsbe,4,1345,11,1670,9,541,2,739,Visual
694135bb0ea401e84a5a4353_synthetic,92,abc high school,5,1467,6,1815,6,1057,1,136,Auditory
6941361a0ea401e84a5a47c3_synthetic,55,nps school,5,359,1,146,13,1016,10,1078,Auditory
694135000ea401e84a5a3a6a_synthetic,37,nps,8,919,11,885,4,414,7,165,Auditory
694136200ea401e84a5a4d09_synthetic,99,ryan international school,13,942,8,849,5,1006,13,240,Kinesthetic
694135b90ea401e84a5a4157_synthetic,53,st.vincent pallotti school,9,0,12,1519,14,1478,4,237,Auditory
6941361b0ea401e84a5a483c_synthetic,140,schs,15,1046,9,661,14,934,9,1482,Read\Write
694134fa0ea401e84a5a3857_synthetic,12,schs,14,521,1,126,11,343,2,396,Read\Write
694134f90ea401e84a5a3783_synthetic,39,scts,12,1450,15,564,14,860,14,740,Visual
694135ba0ea401e84a5a41d1_synthetic,67,dps school,0,718,8,529,4,964,7,1059,Visual
694135ba0ea401e84a5a4172_synthetic,151,schs,8,593,15,1918,5,1440,10,686,Visual
694135b90ea401e84a5a415e_synthetic,227,ryan international school,9,831,15,669,5,715,15,365,Auditory
694134fa0ea401e84a5a383b_synthetic,38,miranda public school,11,217,6,1447,13,291,10,1115,Auditory
6941361b0ea401e84a5a48d8_synthetic,217,kishor vidya bhavan,8,937,0,1506,9,1350,11,1086,Kinesthetic
694134f90ea401e84a5a371b_synthetic,44,schs,7,1276,7,498,5,813,1,1017,Visual
6940270535fab56ec1fc0362_synthetic,21,ryan international school,15,3018,7,129,15,187,13,282,Read/Write
694135bd0ea401e84a5a44f4_synthetic,102,dps school,15,619,3,1581,15,291,13,1043,Auditory
694134fa0ea401e84a5a381f_synthetic,7,nps,5,812,8,1340,4,809,9,638,Kinesthetic
6941361c0ea401e84a5a4942_synthetic,115,little flower english high school,14,702,13,930,9,1051,10,446,Read\Write
694134fc0ea401e84a5a38bb_synthetic,24,ryan international school,9,1250,4,1659,0,665,2,217,Read\Write
694134fd0ea401e84a5a3911_synthetic,45,nps,0,577,3,1985,13,519,2,208,Auditory
6940270535fab56ec1fc0362_synthetic,17,ryan international school,15,3060,7,89,15,126,13,289,Read/Write
694134fa0ea401e84a5a3849_synthetic,43,lfsh,5,118,7,1196,2,1249,1,1407,Visual
694134f90ea401e84a5a371b_synthetic,45,schs,7,458,5,738,1,1029,7,1276,Visual
694135fa0ea401e84a5a4642_synthetic,70,sudana residential school,15,1010,3,1821,15,854,0,1337,Kinesthetic
6941361d0ea401e84a5a4a3e_synthetic,178,ryan international school,11,1318,3,1560,2,774,7,100,Read\Write
694134f90ea401e84a5a3737_synthetic,7,dpsbe,11,1032,5,1032,5,296,0,1141,Read\Write
694134fc0ea401e84a5a38b4_synthetic,47,lfsh,6,192,2,1127,3,287,9,424,Kinesthetic
694134fa0ea401e84a5a382d_synthetic,46,nps,2,1413,5,1241,6,425,2,372,Auditory
694135010ea401e84a5a3a89_synthetic,46,lfsh,1,151,6,210,12,355,1,170,Kinesthetic
69463f157c599a12a237ac60_synthetic,56,sudana residential school,13,184,13,146,10,168,7,124,Auditory
694135f90ea401e84a5a462e_synthetic,82,schs,13,784,7,1415,9,1152,9,421,Read\Write
6941361b0ea401e84a5a487b_synthetic,53,nps,7,686,2,1676,15,77,3,489,Auditory
694135bb0ea401e84a5a42fe_synthetic,111,nps,6,116,6,729,13,1491,7,1131,Auditory
694135bb0ea401e84a5a4325_synthetic,203,dpsbe,7,233,10,114,9,1069,11,1188,Kinesthetic
6943a9407c599a12a237a4f4_synthetic,12,nps school,15,55,14,34,15,0,14,9,Visual
6941361c0ea401e84a5a4905_synthetic,155,kishor vidya bhavan,14,1416,11,901,3,1066,2,619,Read\Write
694135fa0ea401e84a5a46b0_synthetic,214,sea school,15,396,5,49,4,1202,11,729,Read\Write
6944fa727c599a12a237a872_synthetic,120,abc,0,20,0,1,0,19,13,150,Read/Write
694135ba0ea401e84a5a41b5_synthetic,149,st. charles high school,0,1205,3,1069,15,997,13,305,Auditory
694135b90ea401e84a5a4157_synthetic,54,st.vincent pallotti school,9,10,12,1510,14,1463,4,231,Auditory
69440921b4a81dfa68889dcb_synthetic,16,scts,8,218,7,138,9,53,12,131,Read/Write
694135bb0ea401e84a5a42d6_synthetic,174,sudana residential school,0,1411,10,663,2,193,8,688,Visual
6941361c0ea401e84a5a49bb_synthetic,75,st. charles high school,3,1046,1,610,8,112,10,1290,Kinesthetic
694135bd0ea401e84a5a4479_synthetic,67,st. charles high school,4,80,2,982,11,1109,0,115,Auditory
6943a9407c599a12a237a4f4_synthetic,8,nps school,15,39,14,28,15,69,14,6,Visual
694135000ea401e84a5a3a6a_synthetic,38,nps,8,856,11,829,4,355,7,242,Auditory
694134f90ea401e84a5a3729_synthetic,27,nps,8,155,0,256,2,891,11,228,Kinesthetic
694135f90ea401e84a5a4635_synthetic,142,abc high school,7,74,10,830,15,1312,13,1376,Auditory
694135bc0ea401e84a5a43af_synthetic,126,indian public school,14,445,12,1039,14,648,9,19,Read\Write
694135bd0ea401e84a5a4465_synthetic,176,vydehi school,13,1046,3,1252,5,795,2,337,Read\Write
694134fd0ea401e84a5a3924_synthetic,14,dpsbe,7,35,10,140,14,997,15,345,Read/Write
694134f90ea401e84a5a3753_synthetic,5,st.vincent pallotti school,11,1392,10,288,2,1010,10,610,Read\Write
6941361d0ea401e84a5a4a37_synthetic,104,ryan international school,3,799,5,169,10,1175,8,875,Auditory
6941361a0ea401e84a5a4767_synthetic,50,schs,13,372,5,1257,9,1104,9,1250,Read\Write
694135bd0ea401e84a5a44ab_synthetic,128,dpsbe,7,1013,0,1300,8,769,13,1361,Kinesthetic
694134fa0ea401e84a5a37f2_synthetic,21,ryan international school,7,1321,1,1279,6,1070,4,1214,Visual
694135fa0ea401e84a5a46cb_synthetic,174,dpsbe,4,343,5,648,10,725,11,1106,Kinesthetic
694134f90ea401e84a5a375a_synthetic,43,ryan international school,0,1326,3,823,7,856,2,1461,Kinesthetic
694135fa0ea401e84a5a46a9_synthetic,113,vydehi school,3,1095,1,121,13,1376,3,696,Auditory
694134f90ea401e84a5a3753_synthetic,10,st.vincent pallotti school,11,1306,10,328,2,1032,10,584,Read\Write
6941361d0ea401e84a5a4a3e_synthetic,178,ryan international school,11,1361,3,1559,2,779,7,99,Read\Write
694135bb0ea401e84a5a42a1_synthetic,161,sudana residential school,13,972,9,1033,11,960,10,433,Read\Write
694135bd0ea401e84a5a44b8_synthetic,132,st.vincent pallotti school,10,1005,14,699,3,758,1,411,Visual
694135fa0ea401e84a5a46cb_synthetic,172,dpsbe,4,430,5,647,10,743,11,1112,Kinesthetic
694135ba0ea401e84a5a4172_synthetic,150,schs,8,598,15,1924,5,1388,10,686,Visual
694134f90ea401e84a5a3737_synthetic,5,dpsbe,11,1038,5,960,5,258,0,1131,Read\Write
6941361a0ea401e84a5a4788_synthetic,123,nps,11,243,10,294,0,968,5,1219,Read\Write
694134f90ea401e84a5a3730_synthetic,24,nps,4,1142,8,1405,2,553,15,961,Read/Write
694134f90ea401e84a5a378a_synthetic,29,lfsh,12,1420,13,403,8,1130,1,1291,Auditory
6941361c0ea401e84a5a4962_synthetic,140,dps school,15,247,9,1796,9,806,10,309,Read\Write
694135fa0ea401e84a5a46b0_synthetic,214,sea school,15,395,5,21,4,1208,11,665,Read\Write
6941361a0ea401e84a5a478f_synthetic,205,abc high school,11,563,11,1232,11,1033,4,648,Read\Write
694135ba0ea401e84a5a41e5_synthetic,104,nps school,15,58,0,1046,8,1274,10,496,Read\Write
694135ba0ea401e84a5a41a7_synthetic,76,indian public school,8,1026,7,171,10,1219,10,1182,Kinesthetic
694135bb0ea401e84a5a4293_synthetic,184,new baldwin international school,10,583,12,1964,9,954,12,132,Kinesthetic
694135ba0ea401e84a5a4200_synthetic,57,nps,6,9,0,646,0,295,6,293,Read\Write
694134fa0ea401e84a5a3857_synthetic,14,schs,1,56,11,269,2,422,14,502,Read/Write
694135bb0ea401e84a5a429a_synthetic,130,deens school,1,1325,9,1004,8,1426,0,1053,Visual
694134f90ea401e84a5a375a_synthetic,42,ryan international school,2,1512,0,1380,3,836,7,854,Kinesthetic
6941361b0ea401e84a5a4829_synthetic,234,st. charles high school,2,1055,2,452,8,799,3,565,Auditory
6942c66b7c599a12a237a356_synthetic,12,abc high school,5,45,8,99,10,72,7,87,Kinesthetic
694135ba0ea401e84a5a4235_synthetic,83,schs,11,1016,0,1246,14,65,13,537,Auditory
694134fd0ea401e84a5a395e_synthetic,3,lfsh,0,676,7,368,3,757,14,846,Read/Write
694134fd0ea401e84a5a3989_synthetic,23,nps,9,1766,10,429,5,1161,12,1165,Read/Write
6941361c0ea401e84a5a49bb_synthetic,74,st. charles high school,3,1017,1,531,8,90,10,1290,Kinesthetic
694134f90ea401e84a5a376e_synthetic,15,dpsbe,11,1729,9,534,2,701,4,1379,Visual
694134f90ea401e84a5a3730_synthetic,20,nps,15,926,4,1135,8,1463,2,580,Read\Write
6941361f0ea401e84a5a4c2b_synthetic,157,XYZ School,0,503,1,387,1,1326,9,717,Kinesthetic
6941361a0ea401e84a5a4748_synthetic,53,dps school,7,1409,11,357,15,251,6,1101,Auditory
694135fa0ea401e84a5a4681_synthetic,209,ryan international school,14,973,11,1291,9,189,13,358,Read\Write
694134fc0ea401e84a5a38b4_synthetic,48,lfsh,2,1212,3,239,9,447,6,112,Kinesthetic
694135bd0ea401e84a5a4444_synthetic,188,st.vincent pallotti school,1,30,5,1700,3,129,7,1170,Kinesthetic
694659b2d7c599a12a237accc_synthetic,19,little flower english high school,7,110,6,0,14,118,3,10,Kinesthetic
6941361a0ea401e84a5a47dd_synthetic,71,sea school,8,1011,0,1608,9,249,9,1026,Auditory
694134f90ea401e84a5a3722_synthetic,36,dpsbe,3,1353,5,1551,11,908,11,1053,Auditory
694659b2d7c599a12a237accc_synthetic,18,little flower english high school,7,10,6,8,14,99,3,11,Kinesthetic
694134fa0ea401e84a5a37ff_synthetic,1,ryan international school,13,1210,5,1862,11,639,2,1283,Read\Write
694134f90ea401e84a5a377c_synthetic,51,scts,4,957,1,678,11,1256,0,1252,Auditory
694135bb0ea401e84a5a4353_synthetic,91,abc high school,5,1458,6,1853,6,1123,1,181,Auditory
694134fa0ea401e84a5a37f2_synthetic,24,ryan international school,4,1255,7,1332,1,1324,6,1073,Visual
6944f8de7c599a12a237a868_synthetic,3,ryan international school,12,412,14,333,0,0,0,42,Auditory
694135bd0ea401e84a5a445e_synthetic,128,indian public school,4,913,3,926,4,468,10,665,Kinesthetic
6941361c0ea401e84a5a48f8_synthetic,217,deens school,11,1220,8,87,13,1113,0,910,Auditory
694135fa0ea401e84a5a46c4_synthetic,133,vydehi international school,12,1278,8,728,0,71,11,1025,Read\Write
694135ba0ea401e84a5a420d_synthetic,243,kishor vidya bhavan,9,572,3,357,0,835,14,1379,Kinesthetic
694135bb0ea401e84a5a4325_synthetic,204,dpsbe,7,213,10,120,9,1144,11,1191,Kinesthetic
694135bd0ea401e84a5a44e0_synthetic,140,lfsh,4,1174,0,800,1,994,6,489,Kinesthetic
694135bb0ea401e84a5a428c_synthetic,190,scts,2,207,9,627,11,1271,0,948,Auditory
694134f90ea401e84a5a374c_synthetic,32,st.vincent pallotti school,5,356,12,870,3,1244,9,246,Visual
694134fc0ea401e84a5a38bb_synthetic,27,ryan international school,4,1631,0,620,2,198,9,1313,Read/Write
694134f90ea401e84a5a3737_synthetic,9,dpsbe,11,1059,5,979,5,298,0,1195,Read\Write
694135ba0ea401e84a5a41a7_synthetic,76,indian public school,8,1059,7,208,10,1260,10,1237,Kinesthetic
694135ba0ea401e84a5a41a0_synthetic,160,little flower english high school,1,1153,0,513,14,237,9,629,Auditory
694135bb0ea401e84a5a4305_synthetic,177,scts,4,314,1,1443,5,315,4,561,Auditory
694135bd0ea401e84a5a44c5_synthetic,195,dps school,11,1163,10,856,14,610,10,1047,Auditory
694134fd0ea401e84a5a38e6_synthetic,18,miranda public school,8,833,1,1512,12,839,11,1071,Kinesthetic
6941361b0ea401e84a5a4829_synthetic,234,st. charles high school,2,1112,2,370,8,836,3,590,Auditory
694135bb0ea401e84a5a42bc_synthetic,218,kishor vidya bhavan,14,1349,6,1157,14,809,3,753,Auditory
694134f90ea401e84a5a3775_synthetic,14,lfsh,4,832,12,539,0,825,13,104,Read/Write
6941361c0ea401e84a5a4942_synthetic,116,little flower english high school,14,732,13,855,9,1081,10,474,Read\Write
694135bd0ea401e84a5a445e_synthetic,125,indian public school,4,865,3,914,4,487,10,637,Kinesthetic
6941361c0ea401e84a5a49c8_synthetic,67,st.vincent pallotti school,10,825,14,622,6,967,12,1362,Visual
6941361b0ea401e84a5a488e_synthetic,129,sudana residential school,14,1134,2,676,14,1400,9,981,Read\Write
6941584bd7d68295d2ff12c7_synthetic,79,XYZ School,10,11,10,45,12,39,4,23,Kinesthetic
69456b5d7c599a12a237aa3b_synthetic,50,vydehi international school,10,88,14,36,11,81,6,77,Auditory
694135bd0ea401e84a5a445e_synthetic,128,indian public school,4,899,3,882,4,428,10,679,Kinesthetic
694135bb0ea401e84a5a42f0_synthetic,184,lfsh,15,844,7,1068,8,398,14,381,Read\Write
694134f90ea401e84a5a37a5_synthetic,22,schs,9,1604,1,264,2,412,5,638,Visual
694135bb0ea401e84a5a428c_synthetic,188,scts,2,178,9,646,11,1284,0,878,Auditory
694134f90ea401e84a5a3753_synthetic,8,st.vincent pallotti school,11,1394,10,326,2,1019,10,584,Read\Write
694135f90ea401e84a5a45d6_synthetic,61,little flower english high school,4,16,0,955,4,478,1,1154,Read\Write
6944fa727c599a12a237a872_synthetic,125,abc,0,0,0,4,0,0,13,175,Read/Write
6941361a0ea401e84a5a4808_synthetic,77,cmrit,1,267,2,1627,1,743,14,778,Kinesthetic
6941361c0ea401e84a5a49b4_synthetic,236,dps,2,658,3,1330,3,1300,9,948,Kinesthetic
694135bc0ea401e84a5a43bd_synthetic,138,sea school,10,143,4,1127,11,115,14,750,Kinesthetic
694135bd0ea401e84a5a44b8_synthetic,131,st.vincent pallotti school,10,1082,14,706,3,775,1,449,Visual
693d078635fab56ec1fbf98e_synthetic,34,dpsbe,15,47,0,0,14,50,15,16,Auditory
694135b90ea401e84a5a4157_synthetic,53,st.vincent pallotti school,9,19,12,1569,14,1450,4,269,Auditory
6943a9407c599a12a237a4f4_synthetic,7,nps school,15,3,14,68,15,0,14,15,Visual
694134f90ea401e84a5a374c_synthetic,26,st.vincent pallotti school,5,399,12,840,3,1281,9,241,Visual
694134fa0ea401e84a5a3812_synthetic,14,dpsbe,7,680,3,357,4,389,0,909,Read/Write
693d08f035fab56ec1fbf993_synthetic,20,st.vincent pallotti school,13,89,11,81,13,15,11,122,Read/Write
694135ba0ea401e84a5a41a0_synthetic,162,little flower english high school,1,1141,0,468,14,218,9,667,Auditory
694135b90ea401e84a5a4157_synthetic,54,st.vincent pallotti school,9,16,12,1534,14,1506,4,300,Auditory
693d28cb35fab56ec1fbf9e9_synthetic,7,lfsh,15,176,0,0,14,67,11,450,Auditory
694134fd0ea401e84a5a3924_synthetic,18,dpsbe,7,91,10,230,14,977,15,298,Read/Write
694134f90ea401e84a5a3798_synthetic,7,st.vincent pallotti school,7,391,10,1515,6,125,13,628,Kinesthetic
694135bb0ea401e84a5a42ae_synthetic,167,little flower english high school,0,616,2,1181,13,1143,9,1002,Auditory
694134fd0ea401e84a5a394b_synthetic,21,st.vincent pallotti school,13,165,9,125,5,1197,7,717,Visual
694135bb0ea401e84a5a42e3_synthetic,185,vydehi school,9,556,14,283,2,308,4,605,Visual
694135bd0ea401e84a5a44b8_synthetic,137,st.vincent pallotti school,10,1012,14,704,3,799,1,466,Visual
694134fa0ea401e84a5a3849_synthetic,38,lfsh,5,139,7,1176,2,1207,1,1454,Visual
694134fd0ea401e84a5a394b_synthetic,20,st.vincent pallotti school,7,751,13,169,9,44,5,1235,Visual
694135ba0ea401e84a5a4200_synthetic,57,nps,6,34,0,743,0,343,6,279,Read\Write
694135bd0ea401e84a5a4444_synthetic,185,st.vincent pallotti school,1,0,5,1614,3,138,7,1141,Kinesthetic
694135bd0ea401e84a5a4492_synthetic,75,XYZ School,5,384,9,1201,12,207,1,18,Auditory
694135f90ea401e84a5a4608_synthetic,56,sudana residential school,3,1046,6,620,11,51,0,1448,Auditory
694135ba0ea401e84a5a416b_synthetic,69,schs,12,119,11,24,2,904,10,1129,Read\Write
694135fa0ea401e84a5a4642_synthetic,73,sudana residential school,15,1034,3,1824,15,898,0,1338,Kinesthetic
6944fa727c599a12a237a872_synthetic,124,abc,0,7,0,2,0,0,13,220,Read/Write
694134f90ea401e84a5a3753_synthetic,7,st.vincent pallotti school,10,279,2,977,10,558,11,1320,Read/Write
6944f6fb7c599a12a237a861_synthetic,30,nps school,11,100,12,58,14,15,9,43,Kinesthetic
6941361a0ea401e84a5a4748_synthetic,52,dps school,7,1436,11,317,15,211,6,1054,Auditory
694135f90ea401e84a5a45bb_synthetic,239,abc high school,2,187,1,368,11,1456,14,1315,Kinesthetic
694134f90ea401e84a5a3745_synthetic,9,ryan international school,7,1303,7,439,0,1039,9,993,Read/Write
